"","x"
"5250","shopping"
"5251","food"
"5252","people"
"5253","shopping"
"5254","exercise"
"5255","none"
"5256","none"
"5257","entertainment"
"5258","food"
"5259","none"
"5260","food"
"5261","food"
"5262","none"
"5263","none"
"5264","food"
"5265","people"
"5266","family"
"5267","family"
"5268","none"
"5269","people"
"5270","entertainment"
"5271","people"
"5272","food"
"5273","people"
"5274","none"
"5275","shopping"
"5276","food"
"5277","food"
"5278","none"
"5279","family"
"5280","none"
"5281","work"
"5282","exercise"
"5283","people"
"5284","people"
"5285","people"
"5286","family"
"5287","family"
"5288","people"
"5289","none"
"5290","work"
"5291","people"
"5292","family"
"5293","people"
"5294","entertainment"
"5295","people"
"5296","none"
"5297","none"
"5298","entertainment"
"5299","people"
"5300","family"
"5301","people"
"5302","school"
"5303","family"
"5304","none"
"5305","people"
"5306","exercise"
"5307","school"
"5308","family"
"5309","family"
"5310","none"
"5311","food"
"5312","people"
"5313","work"
"5314","people"
"5315","food"
"5316","exercise"
"5317","people"
"5318","food"
"5319","pets"
"5320","none"
"5321","food"
"5322","family"
"5323","none"
"5324","none"
"5325","people"
"5326","food"
"5327","people"
"5328","people"
"5329","exercise"
"5330","none"
"5331","none"
"5332","work"
"5333","family"
"5334","none"
"5335","family"
"5336","none"
"5337","family"
"5338","none"
"5339","food"
"5340","food"
"5341","exercise"
"5342","none"
"5343","food"
"5344","none"
"5345","food"
"5346","food"
"5347","food"
"5348","none"
"5349","pets"
"5350","family"
"5351","people"
"5352","none"
"5353","people"
"5354","none"
"5355","exercise"
"5356","none"
"5357","entertainment"
"5358","family"
"5359","none"
"5360","family"
"5361","family"
"5362","food"
"5363","none"
"5364","exercise"
"5365","food"
"5366","food"
"5367","entertainment"
"5368","food"
"5369","exercise"
"5370","exercise"
"5371","food"
"5372","food"
"5373","family"
"5374","people"
"5375","family"
"5376","none"
"5377","family"
"5378","exercise"
"5379","people"
"5380","none"
"5381","none"
"5382","people"
"5383","none"
"5384","food"
"5385","food"
"5386","none"
"5387","none"
"5388","family"
"5389","people"
"5390","none"
"5391","food"
"5392","people"
"5393","family"
"5394","entertainment"
"5395","food"
"5396","exercise"
"5397","exercise"
"5398","none"
"5399","none"
"5400","food"
"5401","exercise"
"5402","family"
"5403","family"
"5404","people"
"5405","people"
"5406","school"
"5407","entertainment"
"5408","none"
"5409","school"
"5410","none"
"5411","entertainment"
"5412","none"
"5413","shopping"
"5414","entertainment"
"5415","none"
"5416","shopping"
"5417","entertainment"
"5418","entertainment"
"5419","none"
"5420","shopping"
"5421","shopping"
"5422","entertainment"
"5423","shopping"
"5424","none"
"5425","shopping"
"5426","shopping"
"5427","shopping"
"5428","none"
"5429","none"
"5430","none"
"5431","entertainment"
"5432","entertainment"
"5433","shopping"
"5434","none"
"5435","shopping"
"5436","none"
"5437","none"
"5438","none"
"5439","none"
"5440","none"
"5441","entertainment"
"5442","shopping"
"5443","entertainment"
"5444","none"
"5445","shopping"
"5446","none"
"5447","none"
"5448","none"
"5449","entertainment"
"5450","shopping"
"5451","entertainment"
"5452","none"
"5453","entertainment"
"5454","exercise"
"5455","none"
"5456","food"
"5457","people"
"5458","family"
"5459","entertainment"
"5460","food"
"5461","food"
"5462","none"
"5463","entertainment"
"5464","family"
"5465","none"
"5466","entertainment"
"5467","entertainment"
"5468","entertainment"
"5469","none"
"5470","food"
"5471","family"
"5472","none"
"5473","shopping"
"5474","family"
"5475","entertainment"
"5476","people"
"5477","none"
"5478","people"
"5479","family"
"5480","none"
"5481","work"
"5482","family"
"5483","people"
"5484","family"
"5485","people"
"5486","work"
"5487","entertainment"
"5488","pets"
"5489","people"
"5490","people"
"5491","exercise"
"5492","family"
"5493","people"
"5494","food"
"5495","family"
"5496","work"
"5497","work"
"5498","entertainment"
"5499","family"
"5500","people"
"5501","people"
"5502","work"
"5503","family"
"5504","family"
"5505","exercise"
"5506","family"
"5507","none"
"5508","none"
"5509","none"
"5510","pets"
"5511","food"
"5512","none"
"5513","none"
"5514","pets"
"5515","people"
"5516","none"
"5517","family"
"5518","none"
"5519","pets"
"5520","none"
"5521","none"
"5522","none"
"5523","none"
"5524","none"
"5525","none"
"5526","none"
"5527","shopping"
"5528","none"
"5529","pets"
"5530","pets"
"5531","none"
"5532","work"
"5533","pets"
"5534","none"
"5535","none"
"5536","family"
"5537","family"
"5538","family"
"5539","food"
"5540","people"
"5541","family"
"5542","exercise"
"5543","family"
"5544","people"
"5545","entertainment"
"5546","exercise"
"5547","family"
"5548","people"
"5549","family"
"5550","people"
"5551","none"
"5552","family"
"5553","family"
"5554","food"
"5555","none"
"5556","entertainment"
"5557","none"
"5558","people"
"5559","food"
"5560","shopping"
"5561","food"
"5562","family"
"5563","entertainment"
"5564","work"
"5565","entertainment"
"5566","none"
"5567","family"
"5568","none"
"5569","none"
"5570","none"
"5571","none"
"5572","none"
"5573","people"
"5574","family"
"5575","food"
"5576","none"
"5577","people"
"5578","none"
"5579","exercise"
"5580","family"
"5581","family"
"5582","none"
"5583","none"
"5584","entertainment"
"5585","work"
"5586","family"
"5587","family"
"5588","none"
"5589","none"
"5590","family"
"5591","none"
"5592","family"
"5593","food"
"5594","none"
"5595","none"
"5596","none"
"5597","food"
"5598","none"
"5599","entertainment"
"5600","pets"
"5601","exercise"
"5602","family"
"5603","exercise"
"5604","food"
"5605","entertainment"
"5606","exercise"
"5607","pets"
"5608","shopping"
"5609","none"
"5610","pets"
"5611","pets"
"5612","exercise"
"5613","exercise"
"5614","food"
"5615","exercise"
"5616","none"
"5617","exercise"
"5618","none"
"5619","shopping"
"5620","entertainment"
"5621","none"
"5622","none"
"5623","exercise"
"5624","people"
"5625","shopping"
"5626","none"
"5627","none"
"5628","none"
"5629","people"
"5630","shopping"
"5631","shopping"
"5632","exercise"
"5633","food"
"5634","entertainment"
"5635","none"
"5636","people"
"5637","shopping"
"5638","entertainment"
"5639","none"
"5640","entertainment"
"5641","none"
"5642","exercise"
"5643","none"
"5644","shopping"
"5645","entertainment"
"5646","exercise"
"5647","entertainment"
"5648","exercise"
"5649","entertainment"
"5650","none"
"5651","none"
"5652","shopping"
"5653","none"
"5654","none"
"5655","none"
"5656","exercise"
"5657","entertainment"
"5658","none"
"5659","entertainment"
"5660","school"
"5661","shopping"
"5662","none"
"5663","none"
"5664","people"
"5665","none"
"5666","people"
"5667","none"
"5668","people"
"5669","shopping"
"5670","none"
"5671","food"
"5672","exercise"
"5673","none"
"5674","people"
"5675","pets"
"5676","none"
"5677","pets"
"5678","work"
"5679","people"
"5680","people"
"5681","none"
"5682","none"
"5683","none"
"5684","none"
"5685","family"
"5686","work"
"5687","none"
"5688","none"
"5689","people"
"5690","exercise"
"5691","shopping"
"5692","none"
"5693","none"
"5694","none"
"5695","none"
"5696","people"
"5697","none"
"5698","food"
"5699","none"
"5700","entertainment"
"5701","entertainment"
"5702","none"
"5703","none"
"5704","food"
"5705","exercise"
"5706","none"
"5707","family"
"5708","food"
"5709","none"
"5710","none"
"5711","exercise"
"5712","exercise"
"5713","entertainment"
"5714","none"
"5715","exercise"
"5716","none"
"5717","none"
"5718","none"
"5719","people"
"5720","people"
"5721","none"
"5722","none"
"5723","entertainment"
"5724","none"
"5725","none"
"5726","none"
"5727","none"
"5728","none"
"5729","none"
"5730","none"
"5731","none"
"5732","none"
"5733","food"
"5734","exercise"
"5735","none"
"5736","exercise"
"5737","people"
"5738","exercise"
"5739","people"
"5740","none"
"5741","people"
"5742","none"
"5743","none"
"5744","food"
"5745","people"
"5746","none"
"5747","people"
"5748","exercise"
"5749","shopping"
"5750","people"
"5751","food"
"5752","none"
"5753","people"
"5754","exercise"
"5755","exercise"
"5756","exercise"
"5757","food"
"5758","exercise"
"5759","none"
"5760","entertainment"
"5761","people"
"5762","exercise"
"5763","none"
"5764","people"
"5765","exercise"
"5766","entertainment"
"5767","none"
"5768","entertainment"
"5769","none"
"5770","family"
"5771","none"
"5772","exercise"
"5773","entertainment"
"5774","food"
"5775","people"
"5776","exercise"
"5777","none"
"5778","food"
"5779","entertainment"
"5780","entertainment"
"5781","people"
"5782","entertainment"
"5783","entertainment"
"5784","food"
"5785","food"
"5786","family"
"5787","food"
"5788","none"
"5789","food"
"5790","none"
"5791","food"
"5792","entertainment"
"5793","none"
"5794","none"
"5795","family"
"5796","none"
"5797","none"
"5798","family"
"5799","entertainment"
"5800","people"
"5801","none"
"5802","exercise"
"5803","none"
"5804","none"
"5805","none"
"5806","none"
"5807","none"
"5808","none"
"5809","none"
"5810","family"
"5811","people"
"5812","none"
"5813","shopping"
"5814","people"
"5815","none"
"5816","family"
"5817","none"
"5818","food"
"5819","none"
"5820","family"
"5821","food"
"5822","entertainment"
"5823","none"
"5824","none"
"5825","exercise"
"5826","exercise"
"5827","shopping"
"5828","none"
"5829","none"
"5830","none"
"5831","people"
"5832","none"
"5833","none"
"5834","food"
"5835","none"
"5836","exercise"
"5837","none"
"5838","people"
"5839","pets"
"5840","family"
"5841","family"
"5842","none"
"5843","food"
"5844","food"
"5845","family"
"5846","food"
"5847","exercise"
"5848","none"
"5849","entertainment"
"5850","none"
"5851","none"
"5852","family"
"5853","exercise"
"5854","shopping"
"5855","none"
"5856","none"
"5857","exercise"
"5858","exercise"
"5859","none"
"5860","family"
"5861","none"
"5862","none"
"5863","none"
"5864","shopping"
"5865","school"
"5866","none"
"5867","shopping"
"5868","entertainment"
"5869","entertainment"
"5870","none"
"5871","shopping"
"5872","none"
"5873","shopping"
"5874","entertainment"
"5875","shopping"
"5876","none"
"5877","shopping"
"5878","none"
"5879","entertainment"
"5880","none"
"5881","none"
"5882","none"
"5883","none"
"5884","shopping"
"5885","entertainment"
"5886","none"
"5887","shopping"
"5888","entertainment"
"5889","none"
"5890","entertainment"
"5891","shopping"
"5892","shopping"
"5893","entertainment"
"5894","none"
"5895","none"
"5896","none"
"5897","entertainment"
"5898","none"
"5899","entertainment"
"5900","entertainment"
"5901","entertainment"
"5902","shopping"
"5903","shopping"
"5904","entertainment"
"5905","people"
"5906","people"
"5907","family"
"5908","people"
"5909","family"
"5910","people"
"5911","food"
"5912","none"
"5913","none"
"5914","family"
"5915","none"
"5916","people"
"5917","family"
"5918","family"
"5919","people"
"5920","family"
"5921","none"
"5922","people"
"5923","family"
"5924","family"
"5925","family"
"5926","family"
"5927","family"
"5928","family"
"5929","people"
"5930","none"
"5931","entertainment"
"5932","family"
"5933","family"
"5934","family"
"5935","none"
"5936","family"
"5937","none"
"5938","none"
"5939","none"
"5940","none"
"5941","none"
"5942","food"
"5943","shopping"
"5944","school"
"5945","none"
"5946","none"
"5947","none"
"5948","people"
"5949","people"
"5950","exercise"
"5951","family"
"5952","food"
"5953","work"
"5954","family"
"5955","food"
"5956","none"
"5957","family"
"5958","food"
"5959","food"
"5960","people"
"5961","family"
"5962","food"
"5963","none"
"5964","none"
"5965","none"
"5966","people"
"5967","none"
"5968","entertainment"
"5969","none"
"5970","people"
"5971","food"
"5972","none"
"5973","none"
"5974","people"
"5975","people"
"5976","people"
"5977","people"
"5978","entertainment"
"5979","none"
"5980","food"
"5981","none"
"5982","people"
"5983","work"
"5984","people"
"5985","people"
"5986","people"
"5987","none"
"5988","food"
"5989","work"
"5990","entertainment"
"5991","food"
"5992","shopping"
"5993","family"
"5994","shopping"
"5995","people"
"5996","none"
"5997","shopping"
"5998","none"
"5999","family"
"6000","entertainment"
"6001","none"
"6002","family"
"6003","people"
"6004","none"
"6005","people"
"6006","none"
"6007","none"
"6008","people"
"6009","people"
"6010","family"
"6011","exercise"
"6012","family"
"6013","entertainment"
"6014","none"
"6015","entertainment"
"6016","none"
"6017","none"
"6018","food"
"6019","none"
"6020","entertainment"
"6021","exercise"
"6022","family"
"6023","family"
"6024","exercise"
"6025","none"
"6026","people"
"6027","exercise"
"6028","exercise"
"6029","entertainment"
"6030","entertainment"
"6031","exercise"
"6032","entertainment"
"6033","none"
"6034","family"
"6035","family"
"6036","exercise"
"6037","entertainment"
"6038","exercise"
"6039","exercise"
"6040","food"
"6041","entertainment"
"6042","exercise"
"6043","exercise"
"6044","none"
"6045","family"
"6046","exercise"
"6047","exercise"
"6048","family"
"6049","family"
"6050","family"
"6051","none"
"6052","exercise"
"6053","exercise"
"6054","entertainment"
"6055","food"
"6056","entertainment"
"6057","shopping"
"6058","exercise"
"6059","exercise"
"6060","food"
"6061","food"
"6062","exercise"
"6063","family"
"6064","none"
"6065","none"
"6066","exercise"
"6067","family"
"6068","none"
"6069","none"
"6070","none"
"6071","shopping"
"6072","none"
"6073","work"
"6074","family"
"6075","none"
"6076","none"
"6077","exercise"
"6078","none"
"6079","none"
"6080","pets"
"6081","shopping"
"6082","none"
"6083","none"
"6084","none"
"6085","none"
"6086","family"
"6087","none"
"6088","people"
"6089","none"
"6090","family"
"6091","none"
"6092","family"
"6093","entertainment"
"6094","family"
"6095","none"
"6096","family"
"6097","people"
"6098","shopping"
"6099","people"
"6100","people"
"6101","entertainment"
"6102","none"
"6103","family"
"6104","family"
"6105","family"
"6106","people"
"6107","family"
"6108","shopping"
"6109","none"
"6110","family"
"6111","none"
"6112","none"
"6113","none"
"6114","exercise"
"6115","entertainment"
"6116","people"
"6117","people"
"6118","family"
"6119","none"
"6120","entertainment"
"6121","shopping"
"6122","shopping"
"6123","none"
"6124","none"
"6125","entertainment"
"6126","food"
"6127","exercise"
"6128","shopping"
"6129","school"
"6130","none"
"6131","none"
"6132","entertainment"
"6133","shopping"
"6134","people"
"6135","none"
"6136","shopping"
"6137","none"
"6138","shopping"
"6139","none"
"6140","entertainment"
"6141","shopping"
"6142","entertainment"
"6143","entertainment"
"6144","shopping"
"6145","school"
"6146","food"
"6147","entertainment"
"6148","shopping"
"6149","none"
"6150","none"
"6151","none"
"6152","entertainment"
"6153","none"
"6154","entertainment"
"6155","none"
"6156","none"
"6157","none"
"6158","family"
"6159","food"
"6160","none"
"6161","food"
"6162","none"
"6163","exercise"
"6164","food"
"6165","exercise"
"6166","none"
"6167","none"
"6168","food"
"6169","exercise"
"6170","entertainment"
"6171","none"
"6172","family"
"6173","entertainment"
"6174","none"
"6175","none"
"6176","entertainment"
"6177","food"
"6178","none"
"6179","people"
"6180","none"
"6181","people"
"6182","pets"
"6183","food"
"6184","food"
"6185","food"
"6186","entertainment"
"6187","none"
"6188","none"
"6189","exercise"
"6190","entertainment"
"6191","exercise"
"6192","pets"
"6193","none"
"6194","none"
"6195","entertainment"
"6196","entertainment"
"6197","food"
"6198","exercise"
"6199","food"
